window_idx,pred_command,confidence,pose0,pose1,pose2,pose3,pose4,pose5,pose6,pose7,pose8,pose9,pose10,pose11,pose12,pose13,pose14,pose15,pose16,pose17,pose18,pose19
170,0,0.3229,-0.1936,0.3791,0.4841,0.4699,0.0641,0.4844,1.4613,0.7935,-0.1344,0.6657,1.3926,0.7633,-0.0849,0.7257,1.2458,0.7445,-0.1932,0.7691,0.8998,0.7166
171,0,0.3295,-0.1126,0.4602,0.4211,0.7816,0.1511,0.9782,1.9699,1.2332,-0.0246,1.1504,1.9604,0.9524,0.0577,1.2431,1.8325,0.9518,-0.0580,1.2699,1.4536,1.0802
172,0,0.1425,-0.2561,0.2898,0.5077,0.6280,0.1303,0.5570,1.6704,0.9270,-0.0863,0.7461,1.5677,0.9500,-0.0245,0.8083,1.4519,0.9129,-0.1382,0.8240,1.1264,0.9725
173,0,0.3108,-0.3766,0.1311,0.6033,0.4370,0.0736,0.0778,1.1380,0.4777,-0.1861,0.2858,0.9938,0.7809,-0.1658,0.3173,0.8734,0.7458,-0.2755,0.3570,0.5891,0.6616
174,4,0.2050,-0.2530,0.2809,0.5525,0.5668,0.0802,0.4224,1.4172,0.6869,-0.1338,0.5857,1.3556,0.8099,-0.1018,0.6565,1.2039,0.7941,-0.2169,0.7629,0.8364,0.7333
175,0,0.2408,-0.1246,0.4407,0.4690,0.7724,0.1479,0.9562,1.9496,1.1049,-0.0213,1.0603,1.9316,0.9876,0.0466,1.1700,1.7672,0.9683,-0.0761,1.2965,1.3404,1.0140
176,3,0.1439,-0.1457,0.4125,0.4911,0.7685,0.1658,0.9064,1.9597,1.0753,0.0050,1.0180,1.8958,1.0016,0.0786,1.1087,1.7513,0.9614,-0.0396,1.2067,1.3415,0.9805
177,3,0.1615,-0.2549,0.3201,0.5634,0.6014,0.0715,0.3545,1.6045,0.6730,-0.1008,0.5256,1.4389,0.8195,-0.0228,0.6272,1.2119,0.7780,-0.1260,0.6872,0.8838,0.7579
179,0,0.2338,-0.1485,0.4070,0.5183,0.7058,0.0402,0.5990,1.7515,0.7133,-0.1121,0.6610,1.6631,0.8512,-0.0388,0.7979,1.4288,0.8233,-0.1000,0.9812,0.9594,0.7843
180,0,0.3265,-0.0715,0.4439,0.4595,0.9462,0.1483,1.1546,1.9698,1.0376,0.0079,1.1369,1.9671,0.9854,0.0708,1.2583,1.7935,0.9785,-0.0537,1.4049,1.3565,0.9217
181,0,0.2409,-0.0550,0.4127,0.5082,0.6438,0.1830,0.9233,1.8978,0.9193,0.0314,0.9674,1.8605,0.9873,0.0916,1.0334,1.7356,0.9624,-0.0242,1.1530,1.3473,0.9401
182,0,0.4185,-0.1742,0.3973,0.7036,-0.0415,0.1587,0.4149,1.5245,0.5675,-0.0515,0.6251,1.3070,0.8416,-0.0124,0.6442,1.1563,0.7781,-0.1202,0.7463,0.8211,0.7341
183,0,0.1898,-0.2172,0.3027,0.5480,-0.2265,0.0670,0.0965,0.7600,0.2223,-0.1138,0.2981,0.5506,0.4531,-0.0930,0.3094,0.4175,0.3774,-0.1627,0.4013,0.2074,0.3168
184,0,0.2503,-0.0697,0.0906,0.1352,-0.0536,0.0129,0.0203,0.1485,0.0426,-0.0394,0.0578,0.1193,0.0957,-0.0285,0.0599,0.0928,0.0663,-0.0389,0.0997,0.0331,0.0599
185,0,0.6370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,0,0.5289,0.0149,0.0733,0.1408,0.0828,0.0656,0.2833,0.3606,0.1442,0.0529,0.2711,0.3750,0.1578,0.0739,0.2770,0.3558,0.1635,0.0663,0.2756,0.3336,0.1541
190,0,0.5702,-0.0038,0.0350,0.0350,0.0756,0.0132,0.0815,0.1532,0.0925,0.0026,0.0934,0.1532,0.0672,0.0093,0.1050,0.1395,0.0568,-0.0014,0.1106,0.1047,0.0706
191,0,0.4072,-0.0606,0.2387,0.2878,0.5235,0.0996,0.4901,1.1335,0.5650,0.0154,0.6139,1.1224,0.5230,0.0601,0.6944,1.0237,0.4782,-0.0299,0.7288,0.7821,0.5054
192,0,0.2297,-0.1939,0.3294,0.5403,0.7276,0.1562,0.4599,1.5279,0.6946,-0.0545,0.6657,1.5006,0.8053,-0.0213,0.7592,1.3026,0.7449,-0.1435,0.8177,0.9337,0.6998
193,2,0.1791,-0.1689,0.3492,0.5400,0.6723,0.0832,0.4328,1.4174,0.5564,-0.1185,0.5485,1.4005,0.7448,-0.0892,0.5984,1.1788,0.7143,-0.1493,0.6909,0.8545,0.6871
194,2,0.2784,-0.0404,0.4429,0.4891,0.9078,0.0621,0.9701,1.8546,0.8535,-0.0704,1.0204,1.8540,0.8468,0.0013,1.0734,1.6680,0.8217,-0.0491,1.1705,1.3797,0.8708
195,0,0.3758,-0.0176,0.4402,0.4840,1.0084,0.1034,1.1401,1.9697,1.0351,-0.0360,1.2026,1.9697,0.9194,0.0328,1.2539,1.8229,0.8662,-0.0360,1.3226,1.5781,0.8946
196,0,0.1745,-0.0996,0.3981,0.5331,0.9186,0.1117,0.7780,1.9114,0.8731,-0.0430,0.9416,1.8566,0.9080,0.0247,0.9760,1.6917,0.8496,-0.0272,1.0311,1.4198,0.9202
197,4,0.1413,-0.1961,0.3072,0.5025,0.7171,0.0724,0.2754,1.4698,0.5233,-0.1195,0.4809,1.3416,0.6762,-0.0709,0.4748,1.1547,0.6436,-0.1112,0.5518,0.8457,0.6510
199,0,0.3402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
200,2,0.3937,-0.0677,0.1256,0.1923,0.2964,0.0671,0.1438,0.6338,0.2172,-0.0150,0.2310,0.5557,0.3122,0.0070,0.2252,0.4997,0.2918,0.0001,0.2647,0.3207,0.3121
201,0,0.3711,-0.1852,0.2957,0.4611,0.6542,0.1385,0.2148,1.2625,0.4576,-0.0878,0.3741,1.0811,0.6271,-0.0522,0.3176,0.9665,0.6030,-0.0975,0.3318,0.6115,0.5715
202,0,0.2188,-0.1997,0.3146,0.5404,0.6460,0.0926,0.1836,1.1625,0.4239,-0.1925,0.2690,0.9781,0.5662,-0.1659,0.1847,0.8553,0.5536,-0.2255,0.2539,0.5445,0.4140
203,0,0.2520,-0.1468,0.3022,0.5499,0.6072,0.0509,0.2508,1.2358,0.4020,-0.1963,0.3312,1.0413,0.5561,-0.1643,0.2743,0.8857,0.5683,-0.1972,0.4052,0.5795,0.4810
204,0,0.2713,-0.1310,0.2903,0.5855,0.6536,0.0222,0.2510,1.4325,0.4400,-0.1622,0.4016,1.1980,0.6629,-0.1156,0.3545,1.0235,0.6860,-0.1435,0.3761,0.7263,0.7436
205,0,0.3638,-0.0934,0.0690,0.6539,0.7728,-0.0315,0.2523,1.4274,0.4929,-0.1943,0.3152,1.1430,0.7280,-0.1430,0.2952,0.9428,0.6967,-0.1877,0.2437,0.7048,0.7416
206,0,0.2244,0.1742,-0.1102,0.5976,0.5578,-0.0688,0.2942,1.2975,0.4874,-0.2041,0.3227,1.0552,0.6980,-0.1765,0.2358,0.8814,0.6785,-0.2353,0.1473,0.6113,0.6246
207,3,0.1751,0.2557,-0.1245,0.5804,0.6038,-0.1134,0.3636,1.3999,0.5949,-0.2114,0.3435,1.1660,0.7999,-0.1815,0.2123,0.9990,0.7183,-0.2500,0.1115,0.6335,0.6064
208,0,0.2587,0.2596,-0.1361,0.5910,0.6988,-0.1316,0.3606,1.5548,0.6870,-0.2130,0.3824,1.2759,0.8529,-0.1737,0.2154,1.0617,0.7536,-0.2545,0.0900,0.6320,0.6001
209,0,0.2438,0.5115,-0.0959,0.4691,0.0416,-0.1156,0.3270,1.5233,0.5667,-0.1829,0.5556,1.2436,0.6514,-0.1538,0.2481,1.0521,0.7492,-0.2429,0.0695,0.6172,0.6053
210,2,0.2033,0.6257,-0.0672,0.4189,-0.3459,-0.1097,0.3553,1.5414,0.5242,-0.1657,0.6477,1.1785,0.5454,-0.1405,0.2630,1.0496,0.7442,-0.2351,0.0611,0.6212,0.6222
212,0,0.1701,0.5053,-0.0933,0.4708,-0.0734,-0.1830,0.2063,1.7888,0.7070,-0.2316,0.6192,1.4223,0.3263,-0.1085,0.2497,1.0784,0.7514,-0.2351,0.0213,0.5397,0.5140
215,0,0.1438,0.2414,-0.1783,0.6097,0.5562,-0.0447,0.1234,0.4992,0.2364,-0.2937,0.2869,0.8825,0.6577,-0.2517,0.1310,0.7557,0.5662,-0.3460,0.0923,0.2406,0.1307
216,0,0.2321,0.3441,-0.1400,0.6485,1.0513,-0.1293,0.2100,0.8962,0.3024,-0.2844,0.4140,1.3485,0.9409,-0.2041,0.1850,1.1171,0.7561,-0.3253,0.1092,0.3439,0.2482
219,0,0.1641,0.4847,-0.0698,0.6383,1.0134,-0.0555,0.2924,0.8644,0.2858,-0.2959,0.2079,0.9099,0.6848,-0.2218,0.1942,1.2531,0.8116,-0.2943,0.0068,0.5379,0.4305
221,0,0.2470,0.4540,-0.0855,0.6814,1.1700,-0.0035,0.2647,0.7532,0.2754,-0.2820,0.1197,0.6903,0.6129,-0.2544,0.1576,0.7846,0.6766,-0.2850,0.0490,0.3589,0.3150
222,0,0.3280,0.4972,-0.0936,0.5811,1.1666,0.0250,0.2309,0.6083,0.2418,-0.2368,0.2809,0.3665,0.3201,-0.2546,0.0773,0.5759,0.4825,-0.2593,0.0375,0.4969,0.5424
223,0,0.3416,0.6678,-0.0262,0.5524,1.1712,-0.0114,0.3092,0.6856,0.2721,-0.2193,0.2714,0.7006,0.4467,-0.2443,-0.0772,1.0148,0.7476,-0.1333,0.0241,0.9114,1.1669
224,0,0.1494,0.7288,0.0016,0.5874,1.1745,-0.0192,0.3293,0.5792,0.2631,-0.2304,0.2191,0.7627,0.4751,-0.2498,-0.1265,1.0689,0.7982,-0.0551,0.0959,0.8786,1.3193
225,0,0.1982,0.5565,-0.0481,0.6348,1.1744,0.0128,0.2249,0.4426,0.2365,-0.2781,0.1905,0.5136,0.3831,-0.2655,-0.0353,0.6532,0.5479,-0.1234,0.1327,0.4938,0.7982
226,0,0.2558,0.3119,-0.1060,0.6467,1.1111,-0.0112,0.1690,0.5741,0.2305,-0.3125,0.2260,0.3776,0.3215,-0.2705,0.1190,0.3321,0.3265,-0.2645,0.1481,0.1610,0.1478
227,0,0.2814,0.2091,-0.1157,0.6368,0.9892,-0.1031,0.2752,1.1320,0.3913,-0.3087,0.2456,0.7520,0.4697,-0.2431,0.1871,0.5964,0.4386,-0.3067,0.2054,0.2053,0.1165
229,2,0.2239,0.1491,-0.1729,0.6499,0.9238,-0.0395,0.3813,0.8632,0.4280,-0.2828,0.1992,0.7750,0.5223,-0.2463,0.1504,0.6276,0.4589,-0.3310,0.1751,0.2046,0.1186
230,0,0.2090,0.2345,-0.1489,0.6109,0.8051,0.0043,0.2476,0.5221,0.2409,-0.2952,0.2266,0.7202,0.5299,-0.2644,0.1198,0.6156,0.4695,-0.3508,0.1314,0.1914,0.0841
231,2,0.1442,0.3440,-0.1099,0.6378,0.9979,-0.0936,0.2647,0.9937,0.3090,-0.2809,0.3114,1.2474,0.8184,-0.2123,0.1677,0.9894,0.6716,-0.3144,0.1937,0.2616,0.1941
233,0,0.1532,0.3598,-0.1337,0.6494,1.1507,0.0211,0.2750,0.7370,0.2576,-0.2539,0.3040,0.6599,0.5184,-0.2251,0.2001,0.8153,0.5909,-0.3294,0.1001,0.3172,0.2201
234,0,0.1717,0.4867,-0.0718,0.6593,1.1549,-0.0529,0.3709,0.9835,0.3207,-0.3080,0.1337,1.1040,0.8093,-0.2280,0.1689,1.3134,0.9519,-0.2679,0.0565,0.6073,0.5448
237,2,0.1733,0.3675,-0.1312,0.6938,1.1288,0.0610,0.3139,0.5799,0.2471,-0.2602,0.3069,0.3115,0.3242,-0.2667,0.1645,0.5836,0.5122,-0.2900,0.0949,0.3485,0.3329
238,0,0.4988,0.5764,-0.0498,0.5653,1.1288,0.0766,0.3216,0.5503,0.2278,-0.2239,0.3521,0.3434,0.3016,-0.2555,-0.0391,0.8178,0.6254,-0.1689,0.0112,0.8148,1.0090
239,0,0.2734,0.7423,0.0070,0.5696,1.1745,0.0819,0.3593,0.4750,0.2104,-0.2200,0.2934,0.5169,0.3526,-0.2526,-0.1648,1.0515,0.7772,-0.0276,0.0667,0.8887,1.4044
241,0,0.3229,0.4352,-0.0798,0.5837,1.1076,0.0459,0.2472,0.4999,0.2200,-0.2852,0.3634,0.2337,0.2519,-0.2490,0.1358,0.6259,0.4361,-0.2663,0.0511,0.1642,0.1608
242,0,0.1848,0.4814,-0.0744,0.6174,1.1081,0.0214,0.3686,0.6582,0.2687,-0.3223,0.2970,0.7071,0.5146,-0.2512,0.1817,1.2809,0.7698,-0.3022,0.1175,0.2719,0.1895
244,0,0.2469,0.3195,-0.1106,0.7046,1.1716,0.0120,0.2504,0.4147,0.2338,-0.3352,0.2113,0.4569,0.4256,-0.2953,0.1984,0.5788,0.5391,-0.2623,0.1159,0.0912,0.0287
245,0,0.1926,0.2412,-0.1368,0.6238,1.1243,-0.0427,0.1360,0.5534,0.2425,-0.2905,0.3743,0.5773,0.4804,-0.2383,0.1654,0.5100,0.4145,-0.2969,0.0512,0.1342,0.0158
247,0,0.1460,0.1898,-0.1574,0.5801,0.9887,-0.0322,0.0681,0.4622,0.2139,-0.2797,0.3543,0.2763,0.2883,-0.2218,0.1819,0.2615,0.2633,-0.3197,0.0408,0.1416,-0.0085
251,2,0.2203,0.0991,-0.1942,0.6437,0.8430,-0.0861,0.2816,0.6816,0.3046,-0.2696,0.4150,0.3697,0.3387,-0.2519,0.2256,0.3662,0.3418,-0.3583,0.1165,0.1710,0.0190
252,2,0.2677,0.2395,-0.1323,0.6186,0.8890,-0.1105,0.2114,0.8307,0.3071,-0.2916,0.4114,0.8273,0.6359,-0.2454,0.1975,0.7149,0.5162,-0.3518,0.1130,0.2464,0.0784
253,2,0.1586,0.2964,-0.1668,0.6993,1.1335,-0.1315,0.2988,1.1503,0.3914,-0.3372,0.4385,1.3542,0.9771,-0.2336,0.2758,1.0747,0.7152,-0.3456,0.1880,0.2892,0.1818
254,0,0.2421,0.2481,-0.2101,0.7257,1.1630,-0.0533,0.3230,0.9992,0.3566,-0.3637,0.4167,1.0612,0.8159,-0.2556,0.3267,0.8432,0.6037,-0.3705,0.1570,0.2247,0.1075
255,0,0.2315,0.3073,-0.1822,0.7006,1.1500,-0.0014,0.3384,0.9580,0.3659,-0.3336,0.1907,1.0089,0.7741,-0.2715,0.2455,0.9900,0.7066,-0.3421,0.0780,0.3817,0.2728
256,4,0.2712,0.4272,-0.1488,0.6911,1.1616,-0.0389,0.4175,1.1318,0.4007,-0.3222,0.1130,1.2426,0.8599,-0.2964,0.3056,1.2997,0.9698,-0.2656,0.0862,0.4934,0.3943
259,4,0.1814,0.6444,-0.0108,0.5762,1.1028,-0.0182,0.3850,0.5970,0.2497,-0.1669,0.4646,0.5154,0.2559,-0.2422,0.0328,0.9929,0.7117,-0.1512,0.0139,0.8876,1.1879
260,0,0.2270,0.6356,0.0401,0.6603,1.1745,0.0266,0.2615,0.3793,0.2078,-0.1908,0.3449,0.3226,0.1949,-0.2471,0.0016,0.5840,0.4940,-0.1116,0.0726,0.4694,0.7657
261,0,0.3408,0.4714,-0.0025,0.6978,1.1745,0.0773,0.1992,0.4811,0.2050,-0.2645,0.3675,0.2077,0.2039,-0.2324,0.1584,0.6613,0.4503,-0.2482,0.0519,0.1305,0.0855
262,0,0.2321,0.4638,-0.0286,0.6908,1.1745,0.0953,0.3000,0.5817,0.2262,-0.3113,0.3765,0.3736,0.2874,-0.2475,0.2282,1.3325,0.9203,-0.3065,0.1204,0.1144,-0.0130
264,2,0.2277,0.2747,-0.0995,0.6514,1.1409,-0.0183,0.1701,0.6289,0.2396,-0.2767,0.3584,0.6566,0.5129,-0.2444,0.2105,0.6247,0.5168,-0.3030,0.0720,0.1058,0.0024
266,2,0.1738,0.2515,-0.1310,0.6361,1.1293,-0.0271,0.1289,0.6089,0.2790,-0.2860,0.3547,0.7068,0.5859,-0.2033,0.2294,0.5192,0.4307,-0.3199,0.0858,0.1382,0.0406
268,3,0.1726,0.2114,-0.1230,0.6168,0.9504,-0.1976,0.4061,1.4005,0.5589,-0.3046,0.1854,0.9774,0.6343,-0.2393,0.1556,0.7750,0.5024,-0.3205,0.2067,0.1751,0.1057
269,2,0.2017,0.2562,-0.1164,0.5684,0.7904,-0.0424,0.3877,0.8224,0.3904,-0.3047,0.1466,0.7366,0.5251,-0.2580,0.1023,0.5950,0.4166,-0.3353,0.1789,0.1261,0.0970
270,0,0.1569,0.2904,-0.0919,0.5499,0.7136,0.0521,0.2795,0.4052,0.2269,-0.3027,0.2606,0.5329,0.4369,-0.2727,0.1292,0.4998,0.3940,-0.3551,0.1161,0.2035,0.0568
271,2,0.2351,0.3325,-0.0951,0.5916,0.9208,-0.0630,0.3075,0.6790,0.2774,-0.3080,0.3243,1.0881,0.8190,-0.2471,0.1590,0.9140,0.6285,-0.3449,0.1528,0.2807,0.1399
272,0,0.2442,0.3434,-0.1188,0.5841,0.9982,0.0031,0.2235,0.4656,0.2269,-0.3016,0.2783,0.8312,0.7011,-0.2496,0.1388,0.7214,0.5357,-0.3621,0.1032,0.2166,0.0875
273,0,0.2631,0.3743,-0.1170,0.5972,0.9941,0.0512,0.2345,0.3351,0.2065,-0.3251,0.1886,0.5408,0.4590,-0.2525,0.1283,0.8694,0.5725,-0.3473,0.0492,0.3472,0.2259
276,0,0.2301,0.5081,-0.0869,0.5912,1.1285,0.0608,0.2527,0.3078,0.2065,-0.2838,0.1957,0.3482,0.3415,-0.2722,0.0342,0.7984,0.6320,-0.2492,0.2340,0.4990,0.6596
278,0,0.3458,0.4717,-0.1013,0.5704,1.1139,0.0562,0.2253,0.3388,0.1777,-0.3221,0.1976,0.3347,0.3175,-0.2532,0.0882,0.6078,0.4680,-0.1982,0.1460,0.2480,0.3736
279,0,0.3214,0.4327,-0.1282,0.5909,1.1046,0.0249,0.3004,0.4849,0.2297,-0.3655,0.1291,0.6314,0.4813,-0.2801,0.1992,1.0862,0.6440,-0.3108,0.1358,0.1672,0.0856
282,0,0.2409,0.1925,-0.1772,0.7046,1.1238,-0.0683,0.1367,0.5970,0.2373,-0.2894,0.3866,0.8435,0.6527,-0.2474,0.2366,0.7029,0.5267,-0.3231,0.1236,0.1881,0.0753
283,0,0.2189,0.2419,-0.1736,0.7643,1.1498,-0.0777,0.2558,0.9628,0.2936,-0.2942,0.4454,1.3892,0.9886,-0.1939,0.2887,1.0896,0.7546,-0.3244,0.2341,0.2756,0.2193
285,0,0.2566,0.1544,-0.1617,0.7250,1.1186,-0.0710,0.1412,0.6697,0.2341,-0.3062,0.3840,0.2519,0.3195,-0.2548,0.2549,0.1930,0.2567,-0.3392,0.0951,0.1000,-0.0427
286,0,0.1413,0.2003,-0.1278,0.6351,1.0455,-0.1424,0.3178,1.1593,0.4054,-0.2852,0.4126,0.5433,0.3754,-0.2360,0.2758,0.4464,0.3688,-0.3254,0.1293,0.1508,0.0014
289,2,0.2924,0.2326,-0.1510,0.5886,0.7760,-0.0503,0.1646,0.4752,0.2055,-0.3107,0.2929,0.5777,0.4714,-0.2687,0.1877,0.4651,0.3963,-0.3578,0.1131,0.1578,0.0183
290,0,0.2554,0.2594,-0.1809,0.6882,0.9310,-0.1170,0.2567,0.9191,0.3232,-0.3136,0.3149,1.2241,0.9262,-0.2488,0.1734,0.9858,0.6830,-0.3546,0.1773,0.2576,0.1496
291,0,0.3316,0.1593,-0.2298,0.8420,1.1643,-0.0880,0.2468,0.9539,0.3720,-0.2836,0.3719,1.2844,1.0851,-0.2414,0.1816,1.0664,0.7681,-0.3735,0.1925,0.2792,0.1936
292,0,0.1595,0.1583,-0.2175,0.8295,1.1745,-0.0209,0.2508,0.7281,0.3222,-0.2673,0.2888,0.9001,0.7706,-0.2525,0.2102,0.8264,0.6262,-0.3806,0.1811,0.2192,0.1357
293,0,0.2357,0.3135,-0.1573,0.7189,1.1745,-0.0194,0.3165,0.7212,0.3116,-0.3011,0.0940,1.0026,0.7928,-0.2579,0.1989,1.0434,0.7270,-0.3552,0.1781,0.3335,0.2628
294,4,0.1442,0.4508,-0.1183,0.7012,1.1745,-0.0612,0.3837,0.8842,0.3364,-0.3412,0.0176,1.3637,1.0908,-0.2971,0.2394,1.3724,0.9751,-0.3291,0.3215,0.3960,0.3810
296,0,0.2533,0.3997,-0.1312,0.6429,1.0741,0.0150,0.2672,0.4789,0.2667,-0.2858,0.2674,0.3994,0.3796,-0.2898,0.1388,0.6848,0.5458,-0.3248,0.1643,0.5813,0.6013
297,2,0.2363,0.6123,-0.0558,0.6075,1.1365,0.0202,0.3408,0.4456,0.2813,-0.2632,0.2828,0.5890,0.4338,-0.2742,-0.0623,1.0601,0.7768,-0.2112,0.1034,0.9785,1.2436
298,2,0.2623,0.5367,-0.0643,0.5891,1.1464,0.0470,0.2391,0.3182,0.2183,-0.2809,0.2389,0.4090,0.3484,-0.2725,0.0139,0.6602,0.5418,-0.2349,0.1289,0.4846,0.6558
299,0,0.3249,0.2762,-0.1471,0.6169,1.0852,0.0087,0.1838,0.5122,0.2246,-0.2981,0.2200,0.6256,0.4913,-0.2628,0.1445,0.6624,0.4969,-0.3284,0.1414,0.1537,0.0707
300,0,0.2612,0.2022,-0.1903,0.6676,1.0976,-0.0724,0.2399,0.8172,0.2904,-0.2930,0.2715,1.2425,0.8733,-0.2479,0.1279,1.1129,0.7527,-0.3552,0.1772,0.2791,0.1681
305,0,0.1736,0.0955,-0.1940,0.6857,1.0280,-0.0105,0.2467,0.5822,0.3167,-0.2903,0.2691,0.6534,0.5278,-0.2644,0.2046,0.4773,0.4104,-0.3706,0.1367,0.1836,0.0327
306,0,0.1905,0.2216,-0.1622,0.6581,1.0456,-0.0877,0.1830,0.6453,0.2679,-0.3036,0.3497,1.0028,0.7571,-0.2520,0.2060,0.7681,0.5810,-0.3635,0.1269,0.2337,0.0891
309,0,0.1788,0.1963,-0.1786,0.7198,1.1745,-0.0956,0.1409,0.5807,0.2538,-0.3197,0.3329,0.6847,0.5669,-0.2686,0.1786,0.5592,0.4345,-0.3577,0.1653,0.1934,0.0953
319,2,0.2201,0.1803,-0.1557,0.6729,0.9437,-0.1117,0.2169,0.6158,0.2640,-0.3165,0.3253,1.0032,0.7817,-0.2488,0.1872,0.7767,0.5820,-0.3527,0.1656,0.2415,0.1307
320,4,0.3231,0.2844,-0.1462,0.7159,1.1454,-0.1529,0.2476,0.8297,0.2782,-0.3210,0.4554,1.3941,1.0938,-0.2015,0.2559,1.0708,0.7393,-0.3333,0.2009,0.2946,0.2095
322,0,0.1861,0.1453,-0.2163,0.7410,1.1745,-0.0072,0.0464,0.3302,0.1994,-0.2719,0.3628,0.6131,0.5532,-0.2382,0.1947,0.4570,0.3932,-0.3503,0.0812,0.1539,0.0246
323,4,0.1558,0.2050,-0.2231,0.7077,1.1745,-0.1283,0.1617,0.6484,0.2508,-0.2816,0.4881,1.1190,0.8547,-0.1957,0.2561,0.8345,0.6456,-0.3555,0.1259,0.2178,0.1109
325,0,0.2161,0.1988,-0.1996,0.6404,1.1090,-0.0839,0.0387,0.4969,0.2389,-0.3141,0.2802,0.7271,0.5749,-0.2602,0.1383,0.5302,0.4062,-0.3462,0.0571,0.1622,0.0122
327,0,0.2868,0.2101,-0.1820,0.6527,1.1312,-0.0581,0.0536,0.4235,0.2196,-0.2735,0.3324,0.6539,0.5573,-0.2417,0.1605,0.4905,0.3744,-0.3458,0.0491,0.1562,0.0017
328,0,0.1669,0.2286,-0.1727,0.6444,1.1200,-0.1413,0.1236,0.7972,0.2668,-0.2903,0.4203,1.1769,0.8577,-0.2191,0.2031,0.9371,0.6390,-0.3440,0.1057,0.2771,0.1105
329,2,0.1637,0.2455,-0.1566,0.6155,1.1159,-0.1075,0.0600,0.5765,0.2571,-0.3051,0.3516,0.7562,0.6466,-0.2263,0.1647,0.5864,0.4561,-0.3366,0.0746,0.2174,0.0592
330,0,0.2869,0.2029,-0.1310,0.5875,0.9991,-0.0843,0.0428,0.6092,0.2671,-0.2959,0.2636,0.3300,0.3066,-0.2458,0.1580,0.2560,0.2457,-0.3307,0.0496,0.1892,-0.0234
332,0,0.2469,0.2987,0.1824,0.5344,0.7325,0.0567,-0.0420,1.0837,0.2543,0.0065,0.0835,1.0765,0.4208,0.0682,0.1712,0.8467,0.7009,0.0176,-0.0406,0.9483,0.8607
333,3,0.1797,0.1012,0.0646,0.6255,0.7192,0.2028,-0.0618,0.9218,0.3183,0.0660,0.0097,1.0046,0.4687,0.0508,0.1123,0.8418,0.6076,-0.1431,-0.0015,0.9011,0.6875
334,3,0.1550,-0.0472,-0.1152,0.6806,0.8547,0.3527,-0.0625,0.5995,0.4382,0.0881,-0.1886,0.8810,0.5564,-0.0097,-0.1193,0.7610,0.6239,-0.3752,-0.0580,0.7872,0.6189
335,0,0.1556,0.0059,-0.1040,0.6981,0.9933,0.2808,0.0988,0.7356,0.4138,0.0683,-0.0255,0.9404,0.6134,-0.0287,0.0771,0.8156,0.6815,-0.3778,0.0706,0.8348,0.6721
339,0,0.2296,0.0622,-0.0475,0.6765,0.8181,0.2014,0.1631,0.8700,0.4247,0.0616,0.1805,0.9081,0.5972,0.0266,0.2740,0.7584,0.6581,-0.2194,0.0420,0.8636,0.7363
342,0,0.1851,0.0116,-0.0257,0.7154,0.8947,0.2177,0.0212,1.1853,0.6101,0.0720,0.0781,1.2059,0.8131,0.0991,0.2652,0.9540,0.7935,-0.1231,0.1076,0.9212,0.9387
347,1,0.2183,0.0401,-0.1518,0.6363,0.7416,0.2506,-0.0881,0.7468,0.5987,0.0046,-0.1933,0.8761,0.6075,-0.0735,-0.0053,0.7022,0.6823,-0.4136,0.0433,0.7775,0.6588
348,1,0.2090,0.0669,-0.0506,0.6768,0.8627,0.1467,-0.0984,0.9489,0.5518,-0.0154,-0.0724,0.9746,0.6197,-0.0095,0.1864,0.7673,0.7058,-0.2276,0.0629,0.8295,0.8051
351,2,0.2185,0.0148,-0.0427,0.6781,0.8508,0.1676,0.1381,0.7757,0.3409,-0.0053,0.1490,0.8571,0.5681,-0.0372,0.1544,0.6965,0.6635,-0.2405,-0.0622,0.8069,0.7888
353,1,0.2123,-0.0098,-0.1305,0.6324,0.6844,0.2275,-0.0553,0.7599,0.3831,0.0462,0.0116,0.8017,0.5146,0.0051,0.0175,0.6492,0.5972,-0.3035,0.0269,0.6880,0.6821
354,1,0.4042,-0.0356,-0.1846,0.6251,0.5593,0.1788,-0.0922,0.5819,0.3723,-0.0290,-0.0174,0.6520,0.4738,-0.0651,0.0745,0.5100,0.5646,-0.4177,0.2170,0.6210,0.5547
355,1,0.2305,0.0037,-0.0930,0.6727,0.7506,0.0829,-0.0839,0.7657,0.3772,-0.0589,0.0547,0.8253,0.5298,-0.0318,0.1277,0.6290,0.5899,-0.2819,0.0523,0.7375,0.6401
356,3,0.2170,0.0744,-0.0230,0.6418,0.7314,0.1342,-0.0491,0.9219,0.3768,0.0061,0.0998,0.9987,0.5710,0.0281,0.1585,0.8026,0.6160,-0.1476,-0.1076,0.8751,0.7767
357,3,0.1562,0.1024,-0.0756,0.5943,0.6000,0.2536,0.0627,0.6255,0.3592,0.0769,0.0471,0.8050,0.4767,0.0276,0.0498,0.7067,0.5165,-0.1181,-0.3143,0.7803,0.5305
